MSA,State,Lat,Long,NumAirline,GDP,Tech_Hub,AvgStateTax,AvgPropTaxPerCap,LandArea,PopDensity,Age2534,MedianIncome,PercentBach,PovertyRate,HealthCareIndex,CrimeIndex,PurchasingPower,CPIIndex,PollutionIndex,TrafficIndex,QualityofLifeIndex,RentIndex,PropPricetoIncomeRatio,CO2Index,NumTechConf,TotEnrollment,AvgSchoolRep,AvgTuition,Electricity,NatGas,CorpTaxMin,CorpTaxMax,CostLivingComposit,WCIndex,TaxableWageBase,SingEmpCost,FamilyEmpCost,GDP5Year,Poplutation,MaleFemaleRatio,Under5,Bet5and9,Bet10and14,Bet15and19,Bet20and24,Bet25and34,Bet35and44,Bet45and54,Bet55and59,Bet60and64,Bet65and74,Bet75and84,AtorOver85,MedianAge,Labor,LaborForceAnnGrowth,GDPperCap,CBRE_TechScore,CBRE_Tech_Talent,CBRE_change_12_17,CBRE_Volume_12_17,CBRE_Concentration_17,CBRE_17_Tech_Degrees,CBRE_Growth_12_17,CBRE_Brain,CBRE_AvgRent_75K,CBRE_AskingRentPerSF,CBRE_Vacancy_Rate,CBRE_Avg_monthly_Apartment_Rent,CBRE_Costofliving,CBRE_AvgAnn_TechWage,CBRE_Rent_to_Tech_WageRatio,CBRE_MILLENNIAL_Pop,CBRE_WageRelativetoUSAvg,CBRE_TalentWage_5Yr_Growth,CBRE_Office_Vacancy_Rate_13,CBRE_Apartment_Rent,RevPerCap0,RevPerCap11,RevPerCap21,RevPerCap22,RevPerCap23,RevPerCap31_33,RevPerCap42,RevPerCap44_45,RevPerCap48_49,RevPerCap51,RevPerCap52,RevPerCap53,RevPerCap54,RevPerCap56,RevPerCap61,RevPerCap62,RevPerCap71,RevPerCap72,RevPerCap81,RevPerCap55,RevPerCap99,PerofRev0,PerofRev11,PerofRev21,PerofRev22,PerofRev23,PerofRev31_33,PerofRev42,PerofRev44_45,PerofRev48_49,PerofRev51,PerofRev52,PerofRev53,PerofRev54,PerofRev56,PerofRev61,PerofRev62,PerofRev71,PerofRev72,PerofRev81,PerofRev55,PerofRev99,Patents,VCInvPer,VCFirms,Amazon,TopGrad,numairport,asai,densityscore,landusescore,activityscore,streetscore
"Glens Falls, NY",NY,42.2548097,-74.0270786,0,4437,0,0.04,2697,1699,74.25073573,0.191,54216,0.187,0.111,,,,,,,,,,,0,0,0,0,14.78,6.79,0.065,0.065,140.7,2.83,11100,4865,14696,1.022909367,126884,101.3,5953,6917,6820,7162,7625,14793,14552,19393,10291,9217,14061,7053,3047,44.8,60922,-0.0034,0.034968948,,,,,,,,,,,,,,,,,,,,,62.45800889,0.099350588,0,1.177752908,2.756431071,16.31030705,10.0886479,11.85674317,0.889268939,1.539358784,3.355907758,0.626028498,2.179502538,1.549698938,0.077708773,5.162739195,1.314728413,2.366996627,1.106837742,0,,1,0.001590678,0,0.018856716,0.044132548,0.261140362,0.161526889,0.189835433,0.014237869,0.024646299,0.053730623,0.01002319,0.034895485,0.024811853,0.001244176,0.082659362,0.021049797,0.037897408,0.01772131,,,38,0,0,0,0,,,,,,
"Goldsboro, NC",NC,35.3848841,-77.9927651,0,3908,0,0.0475,952,521,238.3339731,0.197,44048,0.15,0.197,,,,,,,,,,,0,0,0,0,9.15,9.06,0.03,0.03,140.7,1.91,23500,4154,12154,1.011499741,124496,96.3,8357,8563,7897,8037,9379,16558,14787,16101,8496,7585,10835,5872,2029,37.3,52627,0.0139,0.031390567,,,,,,,,,,,,,,,,,,,,,49.48627265,0.24007197,0,0,3.740256715,13.05343947,10.96505109,9.96213533,0.537206015,0.83164921,1.980955211,0.473501157,0.47186255,0.28294885,0.40492064,4.555543953,0.06320685,1.118750803,0.804772844,0,,1,0.004851284,0,0,0.075581702,0.263778999,0.221577632,0.201311087,0.010855657,0.016805655,0.040030398,0.009568333,0.009535221,0.005717724,0.008182484,0.09205672,0.00127726,0.022607296,0.016262547,,,2,0,0,0,0,,,,,,
"Grand Forks, ND MN",ND,47.9252568,-97.0328547,5,4915,0,0.05,1222,3210,31.9046729,0.219,49852,0.27,0.144,72.22,25.59,,,27.59,82.23,,27.22,2.34,3325,0,11255,0,12762,9.26,5.99,0.0141,0.0431,,0.89,35500,4360,12268,1.043036952,101694,106.4,6826,5879,5817,7831,13475,14864,10180,11240,6348,5681,7293,4174,2086,31.9,55303,0.0093,0.048331268,,,,,,,,,,,,,,,,,,,,,94.11590654,0.048842606,0,0,7.957057447,17.38427046,27.43808878,17.1704722,2.795710661,1.53364997,2.260428344,1.502448522,2.026147069,1.237467304,0.397525911,8.385853639,0.314384329,2.837679706,0.8258796,0,,1,0.000518962,0,0,0.084545299,0.184711289,0.291535085,0.182439641,0.029704975,0.016295332,0.024017495,0.015963811,0.021528211,0.013148333,0.004223791,0.089101343,0.003340395,0.030150904,0.008775133,,,14,0,0,0,1,1,7.49,,,,
"Grand Junction, CO",CO,39.0638705,-108.5506486,8,4842,0,0.029,1382,3266,46.42253521,0.191,56354,0.212,0.147,55.56,37.5,77.9,74.59,34.66,161.44,146.89,24.83,3.95,3325,1,0,0,0,9.94,7.16,0.0463,0.0884,,1.56,12600,4506,12637,1.016210697,148798,97.6,8838,8972,9648,10058,9917,19871,17270,17795,10666,9960,14625,7887,3291,38.9,76860,0.0045,0.03254076,,,,,,,,,,,,,,,,,,,,,65.21858493,0.034247772,3.841758626,0,5.833841853,3.257839487,6.703981236,12.87880213,2.677179801,1.352027581,2.114470625,2.195950214,2.964401403,12.14216589,0.167428326,5.536633557,0.332887539,2.067655479,1.117313405,0,,1,0.000525123,0.058905887,0,0.089450605,0.049952625,0.102792498,0.197471352,0.041049339,0.02073071,0.03242129,0.03367062,0.045453323,0.18617647,0.002567187,0.084893494,0.005104182,0.03170347,0.017131825,,,21,0,0,0,0,1,17.95,,,,
"Grand Rapids Wyoming, MI",MI,42.9633599,-85.6680863,28,52734,0,0.06,1382,2632,402.3985562,0.204,51698,0.233,0.161,86.06,36.12,117.65,65.07,14.74,167.44,197.26,32.44,2.27,7492.33,0,0,0,0,11.39,6.97,0.06,0.06,,1.57,9500,4167,13674,1.054699025,1039182,97.8,68928,71200,71625,75328,79158,143771,125566,135869,68220,60599,79051,39975,19892,35.7,577624,0.0034,0.050745683,,,,,,,,,,,,,,,,,,,,,103.8934989,0.025828007,0,0,3.39999057,28.54372766,27.98229473,12.9477387,2.367336039,1.735165736,7.186505347,1.588994998,3.55581313,2.493412126,0.950112685,6.939450452,0.347881314,1.502756976,0.927067636,1.399422815,,1,0.000248601,0,0,0.03272573,0.274740267,0.26933634,0.12462511,0.022786181,0.016701389,0.069171848,0.01529446,0.03422556,0.023999693,0.009145064,0.066793885,0.003348442,0.014464399,0.00892325,0.013469782,,217,0,1,1,0,2,61.93,91.39,91.78,99.15,74.75
"Great Falls, MT",MT,47.4941836,-111.2833449,7,3026,0,0,1509,2706,30.1751663,0.191,46689,0.22,0.135,72.22,60.78,,,22.41,,,23.43,,,0,0,0,0,9.02,7.42,0.0675,0.0675,,2.1,32000,4772,12265,1.023487733,81816,101.7,5497,5292,4860,4451,6385,11461,8841,9867,5832,5093,7919,4580,1738,38.4,37531,0.0024,0.036985431,,,,,,,,,,,,,,,,,,,,,78.49336316,0.028722988,0,1.723489293,5.148320622,11.54451452,19.07535201,16.69625746,2.296946807,1.243803168,3.660873179,1.316637333,1.958333333,1.08110883,0.254167889,8.074667547,0.702112056,2.52158502,1.166471106,0,,1,0.000365929,0,0.021957134,0.065589247,0.147076314,0.243018661,0.212709161,0.029262943,0.015845966,0.04663927,0.016773868,0.024949031,0.013773251,0.003238081,0.102870704,0.008944859,0.032124818,0.014860761,,,3,0,0,0,0,1,8.16,,,,
"Greeley, CO",CO,40.4233142,-104.7091322,0,10987,0,0.029,1382,3865,78.81836999,0.2,61458,0.224,0.143,47.22,80.88,83.75,76.67,24.14,88.34,,39.49,,3990,0,0,0,0,9.94,7.16,0.0463,0.0884,,1.56,12600,4506,12637,1.07786536,285729,101.3,20995,22897,20640,20432,18933,41902,38424,35935,17292,15789,20102,8977,3411,34.2,168082,0.0074,0.03845252,,,,,,,,,,,,,,,,,,,,,84.05923095,0.183194565,6.56349898,0,9.191979113,21.60478985,20.50697339,8.163795065,2.161009208,0.647589149,7.146708944,0.794161601,1.18194163,1.310504009,0.077157026,2.863997004,0.194163001,0.817197414,0.650570996,0,,1,0.002179351,0.078081835,0,0.109351216,0.257018648,0.243958613,0.097119555,0.025708172,0.007703962,0.085019918,0.009447643,0.014060819,0.015590245,0.000917889,0.034071178,0.002309836,0.009721686,0.007739435,0,,280,0,0,0,0,,,87.33,99.05,94.05,85.82
"Green Bay, WI",WI,44.519159,-88.019826,8,17091,0,0.05,1616,2710,118.099631,0.195,53368,0.208,0.107,63.43,19.49,,,22.22,119.67,,24.38,2.35,6450.5,0,0,0,0,11.05,,0.079,0.079,92.2,2.06,14000,4510,13660,1.036552507,315847,99.5,19931,21145,20969,20536,20223,40982,39244,44885,22844,19480,26035,13576,5997,38.5,175793,0.0009,0.054111643,,,,,,,,,,,,,,,,,,,,,115.4661213,0,0,0,4.200527471,37.93608298,15.88625505,11.45022748,6.638255231,1.873334241,18.62973528,0.87330258,2.787713671,1.030638252,0.403030581,8.871121144,1.425012744,1.638894781,0.796021491,1.025968269,,1,0,0,0,0.036378874,0.328547305,0.13758369,0.099165256,0.057490935,0.016224103,0.161343735,0.00756328,0.024143131,0.008925893,0.003490466,0.076828779,0.012341393,0.014193729,0.006893983,0.008885448,,42,0,0,0,0,1,24.52,89.9,90.49,66.77,53.34
"Greensboro High Point, NC",NC,36.0726354,-79.7919754,25,35596,0,0.0475,952,1867,407.7043385,0.19,49580,0.244,0.18,52.05,40.59,129,63.7,26.44,96.87,194.69,27.26,2.34,4628.4,0,9668,2.2,9748.5,9.15,9.06,0.03,0.03,92.2,1.91,23500,4154,12154,1.032911819,751590,91.8,43877,46892,48576,52421,51898,96601,94618,105779,51413,45436,66629,33907,13543,38.8,373486,0.015,0.047360928,,,,,,,,,,,,,,,,,,,,,128.7475339,0.023668489,0,0,3.629336473,49.09931346,31.96911215,11.18598305,2.623655184,2.77975625,10.11447598,1.717687835,2.835603188,1.995980521,0.512424327,5.732240982,0.386813289,1.887251028,0.923986482,1.330245213,,1,0.000183836,0,0,0.028189561,0.381361196,0.24830854,0.086883086,0.020378295,0.021590753,0.078560541,0.01334152,0.022024524,0.015503058,0.003980071,0.044523113,0.003004433,0.014658541,0.007176731,0.0103322,,159,0,0,1,1,1,65.98,88.22,80.57,84.94,70.7
"Greenville, NC",NC,35.612661,-77.3663538,32,6890,0,0.0475,952,866,206.7459584,0.208,42632,0.271,0.218,83.33,49.26,,,24.14,96.99,,22.65,4.03,4655,0,0,0,0,9.15,9.06,0.03,0.03,94.7,1.91,23500,4154,12154,1.032686889,176484,89.4,10543,10512,11177,14874,23846,23959,20950,20185,10169,9163,12584,6441,2081,32,89360,0.0013,0.039040366,,,,,,,,,,,,,,,,,,,,,55.50849369,0,0,0,3.440770835,12.54019061,4.580602208,12.91977176,0.82289046,1.466756193,2.401101516,1.086948392,1.400500895,1.225074228,0.234655833,10.66133474,0.178220122,2.048225335,0.501450556,0,,1,0,0,0,0.061986385,0.225914807,0.082520744,0.23275306,0.014824586,0.026423996,0.04325647,0.019581659,0.025230389,0.022070032,0.004227386,0.192066728,0.003210682,0.036899314,0.009033763,,,24,0,0,0,0,1,7.62,86.69,72.89,81.15,71.4
"Greenville Anderson Mauldin, SC",SC,34.8526176,-82.3940104,0,36527,0,0.06,1130,1889,474.2842774,0.192,49864,0.256,0.161,68.06,39.05,,,6.77,115.38,,34.48,1.69,6118,0,0,0,0,9.83,9.35,0.05,0.05,,1.94,14000,4289,12666,1.047722012,872463,94.6,52939,56753,55230,59135,63508,111529,108828,118348,58501,52215,80850,39870,14757,38.5,425513,0.0103,0.041866532,,,,,,,,,,,,,,,,,,,,,81.66901404,0.038438306,0,0.579548932,4.616555659,22.05838414,17.99810995,12.10375684,1.444736338,2.926094287,3.831516064,1.832662245,2.891757014,3.053930081,0.55488313,4.146813103,0.233584691,1.738644504,1.152295284,0.467303485,0,1,0.00047066,0,0.007096314,0.056527628,0.270094899,0.220378685,0.148205007,0.017690141,0.035828696,0.046915175,0.022440117,0.035408252,0.037393987,0.006794292,0.050775844,0.002860138,0.021288913,0.014109333,0.005721919,0,479,0,0,1,1,1,60.21,,,,
"Gulfport Biloxi Pascagoula, MS",MS,30.3674198,-89.0928155,9,15037,0,0.07,972,1929,204.3711768,0.203,48066,0.167,0.195,,,,,,,,,,,0,0,0,0,9.19,9.04,0,0.05,,1.7,14000,3864,10357,1.003349283,388082,97.1,24544,25946,26711,25052,26400,52384,48534,52116,26857,23172,34134,16876,5356,37.4,161876,-0.0069,0.038746966,,,,,,,,,,,,,,,,,,,,,95.48654923,0.161197891,0,2.137035472,3.241773646,55.58503615,4.194698543,11.39283966,0.930591988,1.47463165,2.463788581,1.065921635,2.419849413,1.151581367,0.150973248,2.943529976,0.608657449,4.750292464,0.653181544,0.160968558,,1,0.001688174,0,0.022380487,0.033950055,0.582124253,0.043929732,0.119313555,0.009745791,0.015443344,0.025802467,0.011163055,0.025342307,0.012060142,0.001581094,0.030826645,0.006374274,0.049748289,0.006840561,0.001685772,,12,0,0,0,0,1,29.49,86.03,69.8,80.53,97.52
"Hagerstown Martinsburg, MD WV",WV,39.6417629,-77.7199932,2,8732,0,0.06,888,941,282.1445271,0.181,56264,0.151,0.121,,,,,,,,,,,0,0,0,0,,7.6,,,,1.22,12000,4888,13168,1.037043803,261156,100.5,15696,16763,17099,15862,15660,34020,34165,38505,18344,15783,22925,11716,4618,39.8,134025,0.0166,0.033435954,,,,,,,,,,,,,,,,,,,,,73.6676048,0.058892003,0,0,2.874664951,13.97184824,9.459438037,15.24164484,2.592864035,1.45608372,15.66929345,1.675833601,1.690928028,1.155125672,0.133502581,5.057551808,0.449417207,1.379780667,0.605147881,0.195588078,,1,0.000799429,0,0,0.039022104,0.189660683,0.128407026,0.206897521,0.035196801,0.019765591,0.212702632,0.022748583,0.022953482,0.015680239,0.001812229,0.068653675,0.006100608,0.018729816,0.008214573,0.002655008,,18,0,0,0,0,,,84.1,74.1,112.54,78.51
"Hanford Corcoran, CA",CA,36.3274502,-119.6456844,0,4469,0,0.0725,1451,1300,115.4623077,0.213,54020,0.12,0.225,,,,,,,,,,,0,0,0,0,16.14,8.77,0.0884,0.0884,91.1,3.24,7000,4490,12629,1.016604467,150183,123.5,11801,11708,11164,10641,12980,24902,20582,18328,7508,6354,8234,4333,1648,31.5,57087,-0.0074,0.02975703,,,,,,,,,,,,,,,,,,,,,37.30888982,0.438378512,0,0,0,18.60210543,2.108014889,8.741768376,0.741814986,,0.735236345,0.551200868,0.247491394,0,0.115146188,3.825612752,0.057529814,0.597291305,0.547298962,0,,1,0.011749975,0,0,0,0.498597131,0.056501678,0.23430792,0.019883062,,0.019706733,0.014773982,0.006633577,0,0.003086294,0.102538906,0.001541987,0.016009356,0.014669398,,,0,0,0,0,0,,,,,,
"Harrisburg Carlisle, PA",PA,40.2731911,-76.8867008,20,32491,0,0.045,1481,1535,372.5752443,0.185,59850,0.25,0.109,80.56,63.38,,,27.49,111.48,,27.1,1.43,5615.56,0,0,0,0,10.16,,0.0999,0.0999,99.4,1.84,10000,4508,13340,1.032626891,565008,96.1,33023,33179,34119,36095,36225,74166,68145,78253,41391,36964,53039,27735,12674,40.3,296840,-0.0014,0.05750538,,,,,,,,,,,,,,,,,,,,,110.409419,0.04940638,0,1.885311358,3.564140685,12.48808866,24.37480708,15.38274325,4.685307111,2.82388391,22.21370848,2.782463257,4.660702149,1.513536092,0.938009727,6.886456475,1.307636352,1.973761433,1.188956617,1.690499958,,1,0.000447483,0,0.017075639,0.032281129,0.113107095,0.220767461,0.139324556,0.042435756,0.025576476,0.201193962,0.025201321,0.042212904,0.013708396,0.00849574,0.062372002,0.011843522,0.017876749,0.010768616,0.015311193,,125,0,0,1,0,1,53.01,93.54,102.14,99.29,119.17
"Harrisonburg, VA",VA,38.4495688,-78.8689155,0,6975,0,0.053,1520,820,163.9536585,0.22,48466,0.233,0.172,,,,,,,,,,,0,0,0,0,9.28,,0.06,0.06,98,1.24,8000,4164,12088,1.024164258,131717,94.2,7162,6998,7728,14178,15547,16169,15067,15216,8062,6782,10140,5894,2774,33.6,66660,0.0083,0.05295444,,,,,,,,,,,,,,,,,,,,,88.98772368,0.019837986,0,0,0,44.81816318,8.671325645,15.00318106,3.914407404,0.681901349,1.791871968,2.451460328,1.183696865,0.715435365,0.658335674,5.497308624,0.245070872,2.086154407,1.162454353,0.087118595,,1,0.000222929,0,0,0,0.503644338,0.097444066,0.168598324,0.043988173,0.00766287,0.02013617,0.027548298,0.0133018,0.008039709,0.007398051,0.061776034,0.002753985,0.023443171,0.013063087,0.000978996,,8,0,0,0,0,1,10.51,,,,
"Hartford West Hartford East Hartford, CT",CT,41.7637111,-72.6850932,0,79244,0,0.0635,2847,1450,834.6613793,0.189,71901,0.312,0.101,66.48,56.29,85.85,82.43,37.87,169.74,152.4,38.8,2.11,9398.67,0,0,0,0,17.62,9.3,0.0825,0.0463,98,2.74,15000,4500,13341,1.017829465,1213123,95.3,60936,66529,75404,85288,87643,149943,144843,177844,90540,77205,108741,56975,31232,40.7,629141,0.0079,0.065322313,36.3,26050,0.156,3520,0.045,9262,0.389,-5742,1485750,19.81,0.185,1308,104,97678,0.161,-0.079,1.03,0.14,0.17,1308,151.4950735,0,0,2.238562784,5.898406839,19.19668574,22.97146209,14.39153408,1.748088199,9.306315188,52.05355846,1.968094744,5.309527558,2.23473135,0.921368237,8.333572111,0.540203261,2.313880785,1.2811644,0.787917631,,1,0,0,0.014776472,0.038934645,0.126714918,0.151631743,0.094996713,0.011538911,0.061429821,0.343599018,0.012991147,0.035047526,0.014751182,0.006081836,0.055008865,0.003565814,0.015273637,0.008456806,0.005200946,,845,0,0,1,0,1,90.26,100.12,113.1,119.54,72.59
"Hattiesburg, MS",MS,31.3271189,-89.2903392,0,5334,0,0.07,972,1566,95.06832695,0.213,44995,0.227,0.232,69.44,45.59,,,34.78,,,20.18,0.89,,0,0,0,0,9.19,9.04,0,0.05,82.7,1.7,14000,3864,10357,1.033219463,148399,91.7,9607,10483,9690,10815,13703,22016,18558,17979,7861,8553,11183,5813,2138,34,69038,0.0011,0.035943638,,,,,,,,,,,,,,,,,,,,,60.35112096,0.437799446,0.114138235,0,3.368135904,7.968753159,12.44095984,16.16154422,2.104737903,1.367852883,2.534707107,1.426620125,1.638670072,1.208330245,0.445393837,6.249428905,0.169152083,1.932324342,0.782572659,0,,1,0.007254206,0.001891236,0,0.055809003,0.132039853,0.206142979,0.267791947,0.034874877,0.022664913,0.041999338,0.023638668,0.027152272,0.02002167,0.007380042,0.103551165,0.002802799,0.032018036,0.012966995,,,9,0,0,0,1,,,,,,
"Hickory Lenoir Morganton, NC",NC,35.7344538,-81.3444573,0,12488,0,0.0475,952,1559,235.1084028,0.185,42947,0.136,0.167,,,,,,,,,,,0,0,0,0,9.15,9.06,0.03,0.03,82.7,1.91,23500,4154,12154,1.041464968,364044,97.3,19025,21485,22740,23127,21524,40636,45353,54399,27064,24096,38417,19293,6885,42.6,176224,0.0126,0.034303546,,,,,,,,,,,,,,,,,,,,,76.1888508,0.010246014,0,0,2.128553142,28.19350683,20.47832954,11.4597274,1.907258463,0.767657206,0,0.833761853,2.208848381,1.210949775,0.147979365,4.535764908,0,1.1765391,0.866804562,0.262924262,,1,0.000134482,0,0,0.027937856,0.370047671,0.268783809,0.150412131,0.025033301,0.010075716,0,0.010943358,0.028991753,0.015894055,0.001942271,0.059533184,0,0.015442405,0.011377053,0.003450955,,106,0,0,1,0,,,78.64,40.46,67,56.95
"Hinesville, GA",GA,31.846877,-81.5959453,0,2993,0,0.04,1125,967,83.14374354,0.225,44792,0.119,0.216,,,,,,,,,,,0,0,0,0,9.75,8.76,0.06,0.06,108.8,1.8,9500,4155,12746,0.99783045,79977,101.1,7724,6468,5887,4714,8832,14881,9306,8338,3982,3447,4226,1706,466,28.6,33847,0.0061,0.037423259,,,,,,,,,,,,,,,,,,,,,25.71944434,0,0,0,0.891843905,10.70831614,,7.197694337,1.269852583,,0.887805244,0.736786826,0.718143966,0.68741013,0.104980182,0.93686935,0.042312165,1.122947848,0.414481663,0,,1,0,0,0,0.034675862,0.416350991,,0.279854193,0.049373251,,0.034518835,0.028647074,0.027922219,0.026727254,0.004081744,0.0364265,0.001645143,0.043661435,0.016115498,,,0,0,0,0,0,,,,,,
"Hot Springs, AR",AR,34.5037004,-93.0551795,2,2789,0,0.065,699,697,141.5466284,0.167,40255,0.176,0.217,,,,,,,,,,,0,0,0,0,8.18,,0.01,0.065,188.3,1.06,10000,3580,10012,1.011624528,97994,93.2,5335,6019,5094,5674,5248,10983,10961,12498,7451,6564,12379,7020,2768,44.7,39712,0.0059,0.028460926,,,,,,,,,,,,,,,,,,,,,59.39420781,0.089260567,0,0,3.010898626,4.705961589,19.4399351,14.64414148,0.735943017,1.114782538,1.843316938,0.946374268,1.007326979,0.766893891,0.115333592,7.073208564,1.183439802,2.077627202,0.639763659,0,,1,0.00150285,0,0,0.050693472,0.079232669,0.327303551,0.246558411,0.012390821,0.018769213,0.031035298,0.01593378,0.01696002,0.012911931,0.001941832,0.119089198,0.019925172,0.0349803,0.010771482,,,3,0,0,0,0,1,1.08,,,,
"Houma Thibodaux, LA",LA,29.5957696,-90.7195348,0,7972,0,0.05,869,3543,59.41631386,0.211,52344,0.13,0.16,,,,,,,,,,,0,0,0,0,7.75,,0.04,0.08,188.3,2.11,7700,4086,11513,0.963466859,211179,97.1,14607,14641,14682,13537,14279,30301,25417,29050,13873,12264,16943,8386,3199,36.2,87154,-0.0014,0.037749966,,,,,,,,,,,,,,,,,,,,,91.33299713,0.425766767,7.184502247,0.383139422,6.04189337,12.20373711,16.32982446,17.88156493,10.10932432,1.008367309,1.612186818,3.075641991,4.350877691,3.381141117,0.106828804,3.11574541,0.236207199,2.187883265,1.698364894,0,,1,0.004661697,0.078662723,0.004194973,0.066152361,0.133618052,0.178794357,0.195784278,0.11068644,0.011040559,0.017651745,0.033675036,0.047637522,0.03701993,0.001169663,0.034114126,0.00258622,0.023955014,0.018595305,,,24,0,0,0,0,,,,,,
"Houston The Woodlands Sugar Land, TX",TX,29.7601927,-95.3693896,322,436369,0,0.0625,1731,9781,704.6750843,0.204,65572,0.268,0.165,72.88,59.69,146.95,65.33,52.4,214.01,171.27,42.56,2.21,10461.83,0,39764,3.15,30678.75,8.55,,,,,1.45,9000,4251,11869,1.012531858,6636208,98.8,495118,508187,493990,460584,450746,1004193,945427,866131,400125,338141,421686,183574,68306,34,3420931,0.0046,0.065755775,41.54,94810,0.104,8900,0.032,9553,0.104,-653,2189250,29.19,0.178,1104,107,94799,0.14,0.061,1,0.1,0.125,1104,196.060553,0.03592639,2.973636752,5.107291393,7.36661494,44.22868557,81.83034965,12.40463635,5.404298057,2.538346297,6.562912585,2.369252893,8.678889962,3.477400497,0.68512304,4.609910358,0.611944653,2.04295887,1.34888147,3.779897797,0.003595427,1,0.000183241,0.01516693,0.026049561,0.037573162,0.225586865,0.417372839,0.063269414,0.027564433,0.012946747,0.033473906,0.012084292,0.044266375,0.01773636,0.003494446,0.023512687,0.003121202,0.01042004,0.006879923,0.019279237,1.83E-05,3186,0,0,1,1,2,450.46,108.3,102.66,92.56,129.43
"Huntington Ashland, WV KY OH",OH,38.4192496,-82.445154,5,13229,0,0.0575,1271,1692,210.6820331,0.194,38897,0.149,0.21,71.85,49.37,67.32,70.36,26.07,88.4,171.98,23.37,2.89,3830.4,0,0,0,0,9.71,6.19,,,,1.45,9500,4626,13554,1.017478026,360603,96.8,20551,21361,21949,22173,23847,42336,45230,48193,25583,24707,37372,20026,7275,41.3,146711,0.0046,0.036685774,,,,,,,,,,,,,,,,,,,,,114.3254188,0.00852461,1.931057146,1.679051478,4.901542694,54.33095399,16.80879249,12.74978578,1.658621808,1.731901842,1.957998131,1.623186718,1.904324146,1.635699093,0.098468399,8.40297779,0.305333012,1.54789339,0.860644532,0.188661769,,1,7.46E-05,0.016890882,0.014686598,0.042873604,0.475230745,0.147025855,0.111521881,0.014507901,0.015148878,0.017126534,0.014197951,0.016657049,0.014307396,0.000861299,0.073500521,0.002670736,0.013539363,0.007528024,0.001650217,,14,0,0,0,0,,,84.25,67.73,142.77,108.91
"Huntsville, AL",AL,34.7303688,-86.5861037,18,22677,1,0.04,540,1316,346.0851064,0.191,60815,0.313,0.13,,,,,,,,,,,0,6507,2.4,13080,9.89,12.2,0.065,0.065,,1.85,8000,3825,11412,1.029323814,444908,96.5,26024,26546,29497,29969,30090,60507,55533,66518,31785,25923,36305,19487,6724,38.4,228155,0.0206,0.050970088,,,,,,,,,,,,,,,,,,,,,84.37126102,0,0.04533072,0,2.142762099,19.77709774,11.11008793,13.75446609,1.141795607,5.438434463,2.631170939,1.399929873,17.44512798,1.521260575,0.365102448,4.1664906,0.211699947,1.882969063,1.278037257,0.059497694,,1,0,0.000537277,0,0.025396824,0.23440562,0.131680951,0.163023119,0.013532992,0.064458376,0.03118563,0.016592497,0.206766235,0.018030554,0.004327332,0.049382818,0.002509148,0.022317659,0.015147779,0.000705189,,190,0,1,0,1,1,44.54,86.18,58.29,89.43,99.31
"Idaho Falls, ID",ID,43.4916514,-112.0339645,4,6094,0,0.06,964,2908,50.08356259,0.212,52711,0.24,0.135,57.41,35.05,140.86,60.86,10.34,85.34,205.29,20.82,1.84,3724,0,0,0,0,8.3,6.59,0.074,0.074,88.9,1.79,38200,4044,12328,1.05241982,140427,100.4,12226,12703,12738,10349,8339,18973,17276,15252,7382,8074,10062,5025,2028,32.6,69254,0.01,0.043396213,,,,,,,,,,,,,,,,,,,,,87.43058671,0.244675169,0,0,6.219238466,5.665961674,30.69833437,14.91718829,3.302406232,1.776446125,2.097758978,1.516118695,11.13416935,1.908251262,0.124676878,5.600767659,0,1.454855548,0.769738013,0,,1,0.002798508,0,0,0.071133441,0.064805257,0.351116646,0.170617502,0.03777175,0.02031836,0.023993422,0.017340827,0.127348675,0.0218259,0.00142601,0.064059591,0,0.016640121,0.00880399,,,34,0,0,0,0,,,,,,
"Indianapolis Carmel Anderson, IN",IN,39.768403,-86.158068,69,122608,1,0.07,975,3532,574.3527746,0.191,59201,0.285,0.15,69.46,55.17,109.73,69.98,43.04,144.36,163.66,34.12,2.16,7074.32,0,21748,2.5,14452,9.61,7.56,0.06,0.06,,1.05,9500,4965,13821,1.043638229,1989032,95.4,134799,139682,141371,130558,128808,282020,266436,270799,130452,110977,148972,72856,31302,36.3,1071897,0.0042,0.061642045,38.38,35700,0.281,7830,0.035,3623,0.395,4207,1466250,19.55,0.168,853,94,80843,0.127,0.054,0.86,0.06,0.187,853,115.1496944,0.023533558,0.077138528,2.445332705,5.884165262,21.11717459,26.25455599,14.63992736,3.869652675,2.662061747,14.09274159,2.933157938,4.680974464,2.740902107,0.745293691,7.393446159,1.050039416,2.171491962,1.092793379,1.275311307,0,1,0.000204374,0.000669898,0.02123612,0.051100138,0.183388889,0.228003697,0.127138222,0.03360541,0.02311827,0.12238627,0.025472564,0.04065121,0.023802947,0.00647239,0.064207258,0.009118908,0.018857992,0.009490198,0.011075247,0,735,0,0,1,1,1,123.87,98.11,99.65,98.42,102.31
